Var Smoothing,Accuracy,Precision,Recall,CM TrueNeg,CM FalsePos,CM FalseNeg,CM TruePos
1e-12,0.6417569880205363,0.0,0.0,1125,0,628,0
1e-11,0.6417569880205363,0.0,0.0,1125,0,628,0
1e-10,0.6417569880205363,0.0,0.0,1125,0,628,0
1e-09,0.6417569880205363,0.0,0.0,1125,0,628,0
1e-08,0.6417569880205363,0.0,0.0,1125,0,628,0
1e-07,0.6417569880205363,0.0,0.0,1125,0,628,0
1e-06,0.6417569880205363,0.0,0.0,1125,0,628,0
