N Estimators,Criterion,Max Depth,Min Samples Split,Min Samples Leaf,Class Weight,Accuracy,Precision,Recall,CM TrueNeg,CM FalsePos,CM FalseNeg,CM TruePos
100,entropy,,5,1,balanced,0.6371933827723902,0.40476190476190477,0.027070063694267517,1100,25,611,17
100,entropy,,5,2,,0.6354820308043354,0.17647058823529413,0.004777070063694267,1111,14,625,3
100,entropy,,5,2,balanced,0.6303479749001711,0.3275862068965517,0.030254777070063694,1086,39,609,19
100,entropy,10,2,1,,0.6417569880205363,0.0,0.0,1125,0,628,0
100,entropy,10,2,1,balanced,0.5601825442099259,0.3333333333333333,0.22770700636942676,839,286,485,143
100,entropy,10,2,2,,0.6417569880205363,0.0,0.0,1125,0,628,0
100,entropy,10,2,2,balanced,0.5767256132344553,0.3680555555555556,0.2531847133757962,852,273,469,159
100,entropy,10,5,1,,0.6417569880205363,0.0,0.0,1125,0,628,0
100,entropy,10,5,1,balanced,0.5926982316029663,0.3976190476190476,0.2659235668789809,872,253,461,167
100,entropy,10,5,2,,0.6417569880205363,0.0,0.0,1125,0,628,0
100,entropy,10,5,2,balanced,0.5812892184826013,0.3852813852813853,0.28343949044585987,841,284,450,178
100,entropy,20,2,1,,0.6394751853964632,0.4230769230769231,0.01751592356687898,1110,15,617,11
100,entropy,20,2,1,balanced,0.6383342840844267,0.42857142857142855,0.028662420382165606,1101,24,610,18
100,entropy,20,2,2,,0.6411865373645179,0.47058823529411764,0.012738853503184714,1116,9,620,8
100,entropy,20,2,2,balanced,0.6337706788362807,0.40540540540540543,0.04777070063694268,1081,44,598,30
100,entropy,20,5,1,,0.6371933827723902,0.3181818181818182,0.011146496815286623,1110,15,621,7
100,entropy,20,5,1,balanced,0.6406160867084997,0.48333333333333334,0.04617834394904458,1094,31,599,29
100,entropy,20,5,2,,0.643468339988591,0.6,0.014331210191082803,1119,6,619,9
100,entropy,20,5,2,balanced,0.6349115801483172,0.4142857142857143,0.04617834394904458,1084,41,599,29
200,gini,,2,1,,0.6400456360524814,0.4117647058823529,0.011146496815286623,1115,10,621,7
200,gini,,2,1,balanced,0.6411865373645179,0.3333333333333333,0.0015923566878980893,1123,2,627,1
200,gini,,2,2,,0.6394751853964632,0.25,0.0031847133757961785,1119,6,626,2
200,gini,,2,2,balanced,0.6377638334284085,0.4,0.022292993630573247,1104,21,614,14
200,gini,,5,1,,0.6394751853964632,0.25,0.0031847133757961785,1119,6,626,2
200,gini,,5,1,balanced,0.6377638334284085,0.29411764705882354,0.007961783439490446,1113,12,623,5
200,gini,,5,2,,0.6400456360524814,0.3333333333333333,0.004777070063694267,1119,6,625,3
200,gini,,5,2,balanced,0.6360524814603536,0.2727272727272727,0.009554140127388535,1109,16,622,6
200,gini,10,2,1,,0.6423274386765545,1.0,0.0015923566878980893,1125,0,627,1
200,gini,10,2,1,balanced,0.6006845407872219,0.39090909090909093,0.2054140127388535,924,201,499,129
200,gini,10,2,2,,0.6417569880205363,0.0,0.0,1125,0,628,0
200,gini,10,2,2,balanced,0.5961209355390759,0.3816568047337278,0.2054140127388535,916,209,499,129
200,gini,10,5,1,,0.6417569880205363,0.0,0.0,1125,0,628,0
200,gini,10,5,1,balanced,0.5790074158585282,0.3446327683615819,0.1942675159235669,893,232,506,122
200,gini,10,5,2,,0.6417569880205363,0.0,0.0,1125,0,628,0
200,gini,10,5,2,balanced,0.5915573302909298,0.36826347305389223,0.19585987261146498,914,211,505,123
200,gini,20,2,1,,0.643468339988591,0.6153846153846154,0.012738853503184714,1120,5,620,8
200,gini,20,2,1,balanced,0.6394751853964632,0.25,0.0031847133757961785,1119,6,626,2
200,gini,20,2,2,,0.6377638334284085,0.1111111111111111,0.0015923566878980893,1117,8,627,1
200,gini,20,2,2,balanced,0.6366229321163719,0.36363636363636365,0.01910828025477707,1104,21,616,12
200,gini,20,5,1,,0.638904734740445,0.2222222222222222,0.0031847133757961785,1118,7,626,2
200,gini,20,5,1,balanced,0.6360524814603536,0.32142857142857145,0.014331210191082803,1106,19,619,9
200,gini,20,5,2,,0.638904734740445,0.2727272727272727,0.004777070063694267,1117,8,625,3
200,gini,20,5,2,balanced,0.6349115801483172,0.36363636363636365,0.025477707006369428,1097,28,612,16
200,entropy,,2,1,,0.6411865373645179,0.45454545454545453,0.007961783439490446,1119,6,623,5
200,entropy,,2,1,balanced,0.6406160867084997,0.3333333333333333,0.0031847133757961785,1121,4,626,2
200,entropy,,2,2,,0.6406160867084997,0.4,0.006369426751592357,1119,6,624,4
200,entropy,,2,2,balanced,0.6394751853964632,0.4166666666666667,0.01592356687898089,1111,14,618,10
200,entropy,,5,1,,0.6383342840844267,0.125,0.0015923566878980893,1118,7,627,1
200,entropy,,5,1,balanced,0.6349115801483172,0.22727272727272727,0.007961783439490446,1108,17,623,5
200,entropy,,5,2,,0.6400456360524814,0.2857142857142857,0.0031847133757961785,1120,5,626,2
200,entropy,,5,2,balanced,0.6332002281802624,0.25806451612903225,0.012738853503184714,1102,23,620,8
200,entropy,10,2,1,,0.6417569880205363,0.0,0.0,1125,0,628,0
200,entropy,10,2,1,balanced,0.5772960638904735,0.3460490463215259,0.20222929936305734,885,240,501,127
200,entropy,10,2,2,,0.6417569880205363,0.0,0.0,1125,0,628,0
200,entropy,10,2,2,balanced,0.5909868796349116,0.3850129198966408,0.2372611464968153,887,238,479,149
200,entropy,10,5,1,,0.6417569880205363,0.0,0.0,1125,0,628,0
200,entropy,10,5,1,balanced,0.5984027381631489,0.3967391304347826,0.23248407643312102,903,222,482,146
200,entropy,10,5,2,,0.6417569880205363,0.0,0.0,1125,0,628,0
200,entropy,10,5,2,balanced,0.5841414717626925,0.37772397094430993,0.2484076433121019,868,257,472,156
200,entropy,20,2,1,,0.6377638334284085,0.29411764705882354,0.007961783439490446,1113,12,623,5
200,entropy,20,2,1,balanced,0.6423274386765545,0.5333333333333333,0.012738853503184714,1118,7,620,8
200,entropy,20,2,2,,0.6400456360524814,0.2,0.0015923566878980893,1121,4,627,1
200,entropy,20,2,2,balanced,0.6349115801483172,0.3695652173913043,0.027070063694267517,1096,29,611,17
200,entropy,20,5,1,,0.6400456360524814,0.2857142857142857,0.0031847133757961785,1120,5,626,2
200,entropy,20,5,1,balanced,0.6383342840844267,0.4166666666666667,0.02388535031847134,1104,21,613,15
200,entropy,20,5,2,,0.6428978893325727,0.75,0.004777070063694267,1124,1,625,3
200,entropy,20,5,2,balanced,0.6354820308043354,0.36585365853658536,0.02388535031847134,1099,26,613,15
